integrated_code	L2	L1	endangered_aggregated_status	eth_status	cru_docs	cru_words	cru_floss_splchk	cru_watchtower	cru_udhr	in_omniglot	la_primary_texts_online	la_primary_texts_all	la_lang_descr_online	la_lang_descr_all	la_lex_res_online	la_lex_res_all	la_res_in_online	la_res_in_all	la_res_about_online	la_res_about_all	la_oth_res_in_online	la_oth_res_in_all	la_oth_res_about_online	la_oth_res_about_all	mac_input	mac_input_partial	microsoft_pack	win10_input_method	ubuntu_pack	ubuntu_input	office13_if_pack	office13_lp	firefox_lpack	firefox_dict	wals_samples_100	wals_samples_200	indi_blogs	indi_posts	indi_words	indi_users	indi_tweets	wp_articles	wp_total	wp_edits	wp_admins	wp_users	wp_active_users	wp_images	wp_depth	wp_inc	wp_real_articles	wp_adjusted_size	uriel_feats	on_bible_org	in_leipzig_corpora	find_bible_all_versions	treetagger	endangered_langspec	endangered_lex	seed_label
dnd_____________A	0.0	5.10291057021	7	6.5			0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
dng_____________A	0.0	11.3011853961	5	7	8.0	780.0	0	0	0	1			1.0	1.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														1	5.0	21588.7704584	0.0	0	0	1.0	0	0	0	-
dna_____________A	0.0	9.90353755129	0	5			0	0	0	0	1.0	1.0	1.0	1.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
dnn_____________A	0.0	9.50308461002	0	6.0			0	0	0	0			2.0	4.0	0.0	1.0							1.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0														0			187.0	0	0		0	0	0	s
dni_____________A	0.0	9.90353755129	0	5			0	0	0	0	1.0	1.0	4.0	4.0	4.0	4.0							4.0	6.0	0	0	0	0	0	0	0	0	0	0	1	1														0			257.0	0	0		0	0	0	-
dnk_____________A	0.0	9.90353755129	0	6.0			0	0	0	1			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			33.0	0	0		0	0	0	s
dnj_____________A	0.0	14.2922421288	0	5	1.0	318952.0	0	0	0	0			1.0	4.0	3.0	3.0							1.0	25.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0	1.0	0	0	0	-
dnu_____________A	0.0	7.86672228514	5	6.5			0	0	0	0			1.0	1.0							1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	s
dnt_____________A	0.0	10.8197982842	0	5			0	0	0	0	1.0	1.0	1.0	1.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
dnw_____________A	0.0	12.1007176854	0	6.0			0	0	0	0	5.0	5.0	3.0	3.0	3.0	3.0							3.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			26.0	0	0		0	0	0	-
dnv_____________A	0.0	11.5129354649	0	6.0			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
dnr_____________A	0.0	5.56452040732	0	6.0			0	0	0	0			1.0	1.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
dny_____________A	0.0	6.56032320212	7	5			0	0	0	0			6.0	7.0	1.0	1.0							5.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0														0			159.0	0	0		0	0	0	-
jmxjmx0_________a	0.0	9.90353755129	0	6.0			0	0	0	0			1.0	1.0									55.0	58.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
jmr_____________A	0.0	8.00670084544	6	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
jms_____________A	0.0	6.90875477932	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
jmw_____________A	0.0	6.1114673395	0	6.0			0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
jmi_____________A	0.0	6.90875477932	6	7			0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
jmn_____________A	0.0	8.7797112902	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
jml_____________A	0.0	6.74641212857	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			17.0	0	0		0	0	0	s
jmb_____________A	0.0	7.60140233458	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
jmc_____________A	0.0	12.611541087	0	5	2.0	145159.0	0	0	0	0			2.0	2.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0	2.0	0	0	1	-
jma_____________A	0.0	6.62140565176	0	6.0			0	0	0	0	2.0	2.0	1.0	1.0	4.0	4.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0		0	0	0	-
jmd_____________A	0.0	10.1266711031	0	5			0	0	0	0			2.0	2.0	0.0	1.0							4.0	10.0	0	0	0	0	0	0	0	0	0	0	0	0														0			2.0	0	0		0	0	1	s
czt_____________A	0.0	10.5966597328	0	5	8.0	78045.0	0	1	0	0			1.0	1.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			14.0	0	0		0	0	1	-
czk_____________A	0.0	0.0	0	7			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
czh_____________A	0.0	15.3415670789	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
czn_____________A	0.0	9.046762058	0	6.0			0	0	0	0	1.0	1.0	2.0	2.0							2.0	2.0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			13.0	0	0		0	0	0	-
czo_____________A	0.0	14.946912992	0	6.0	1.0	1864.0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			1.0	0	0		0	0	0	-
hod_____________A	0.0	0.0	0	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
hoe_____________A	0.0	7.19406140525	6	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
hob_____________A	0.0	6.69826805412	0	6.0			0	0	0	1			1.0	1.0									2.0	2.0	0	0	0	0	0	1	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
hoc_____________A	0.0	13.8547322327	0	5	1.0	338.0	0	0	0	1	1.0	1.0	5.0	5.0	2.0	2.0							5.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0														0			189.0	0	0		0	0	0	-
hoa_____________A	0.0	6.29618808541	7	6.5			0	0	0	0	1.0	1.0	3.0	3.0	1.0	1.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			221.0	0	0		0	0	1	-
hoo_____________A	0.0	10.2196112986	5	6.0			0	0	0	0			3.0	3.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			191.0	0	0		0	0	1	s
hol_____________A	0.0	10.2471127173	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0	1.0	0	0	0	s
hom_____________A	0.0	0.0	0	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
hoj_____________A	0.0	14.7156723144	0	5			0	0	0	0			1.0	1.0									4.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0		0	0	0	s
hoh_____________A	0.0	5.11799381242	7	8.0			0	0	0	0			1.0	1.0							1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
hoi_____________A	0.0	1.8718021769	8	8.5			0	0	0	0			1.0	1.0									2.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
hov_____________A	0.0	6.90875477932	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
how_____________A	0.0	11.8494048444	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	s
hot_____________A	0.0	7.74109909004	0	5	289.0	224752.0	0	0	0	0	2.0	3.0	4.0	4.0	1.0	1.0							4.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	1	0	4.0	0	0	0	-
hor_____________A	0.0	0.0	0	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
hos_____________A	0.0	9.84240970303	7	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
hop_____________A	0.0	8.68988519923	6	6.5	5.0	6512.0	0	0	0	1	2.0	43.0	8.0	10.0	2.0	3.0							18.0	23.0	0	0	0	0	0	0	0	0	0	0	0	0														0			238.0	1	0	4.0	0	0	0	-
hoz_____________A	0.0	8.00670084544	6	6.0			0	0	0	0	1.0	1.0	2.0	2.0									2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
hoy_____________A	0.0	6.21660610108	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
tqm_____________A	0.0	1.79175946923	8	8.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0		0	0	0	s
fir_____________A	0.0	7.75469593272	6	6.0			0	0	0	1			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	1	1	0	0														0			0.0	0	0		0	0	0	-
fip_____________A	0.0	12.1807599657	0	6.0			0	0	0	0			2.0	2.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	s
fiw_____________A	0.0	5.70711026475	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
fit_____________A	0.0	11.0021165077	0	5	100.0	14597.0	0	0	0	0			1.0	1.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														1	420.0	3263759.57095	22.0	0	0		0	0	0	-
fiz_____________R	0.0	0.0	0	7	1.0	210293.0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
fia_____________A	0.0	13.3129853899	0	6.5			0	0	0	0			5.0	7.0									3.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0														0			182.0	0	0		0	0	0	s
fie_____________A	0.0	10.1697289068	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
fij_____________A	12.6760793998	12.7287902782	0	4	265.0	583551.0	1	1	1	1	124.0	124.0	67.0	76.0	7.0	8.0							11.0	12.0	0	0	0	0	0	0	0	0	1	0	0	0	17.0	134.0	98713.0	152.0	23415.0	334.0	1807.0	34361.0	0.0	4665.0	9.0	0.0	0.0	0	12.0	79523.2910968	267.0	1	1	8.0	0	0	0	-
fin_____________A	0.0	15.5004604993	0	1	1535.0	1223563.0	1	1	1	1	4.0	4.0	8.0	12.0	19.0	19.0					82.0	86.0	28.0	37.0	0	0	0	1	1	1	0	1	1	0	1	1						400263.0	1083195.0	16757419.0	38.0	323846.0	1532.0	46099.0	45.0	0	228167.0	2052107570.7	277.0	1	1	6.0	1	0	0	t
fil_____________A	0.0	0.0	0	1	30.0	4288.0	0	0	0	1			2.0	2.0	2.0	2.0					55.0	68.0	8.0	8.0	0	1	1	0	1	1	1	1	0	0	0	0														1	32.0	317224.627537	158.0	0	0		0	0	0	-
tqq_____________A	0.0	10.0432929722	5	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
tch_____________A	0.0	9.27809247403	0	6.5			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mdj_____________A	0.0	13.3374763699	0	5			0	0	0	0	1.0	1.0	8.0	9.0	4.0	5.0					0.0	1.0	7.0	26.0	0	0	0	0	0	0	0	0	0	0	0	0														0			206.0	0	0		0	0	0	-
mdk_____________A	0.0	9.61587214453	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mdh_____________A	0.0	13.9108216469	0	3			0	0	0	0			3.0	3.0									4.0	18.0	0	0	0	0	0	0	0	0	0	0	0	0														0			30.0	0	0		0	0	1	s
mdi_____________A	0.0	11.0021165077	0	6.0			0	0	0	0			2.0	2.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			45.0	0	0		0	0	0	s
mdn_____________A	0.0	11.0021165077	0	6.0			0	0	0	0			1.0	1.0									2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mdo_____________R	0.0	0.0	0	7	1.0	349.0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
mdl_____________A	0.0	5.30330490806	0	5			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mdm_____________A	0.0	11.5129354649	0	5			0	0	0	0	0.0	1.0	3.0	7.0	0.0	2.0							2.0	18.0	0	0	0	0	0	0	0	0	0	0	0	0														0			209.0	0	0		0	0	0	s
mdb_____________A	0.0	6.55250788703	0	6.0			0	0	0	0			1.0	1.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0		0	0	0	-
mdc_____________A	0.0	6.87832646829	0	6.0			0	0	0	0			1.0	1.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
mda_____________A	0.0	11.5129354649	0	5	2.0	316356.0	0	0	0	0			3.0	3.0	1.0	1.0							2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			159.0	0	0	2.0	0	0	0	-
mdf_____________A	0.0	12.0246227088	4	5	2.0	27278.0	0	1	0	1			2.0	2.0	2.0	2.0							9.0	9.0	0	1	0	0	0	0	0	0	0	0	0	0						1129.0	3997.0	48922.0	2.0	4903.0	6.0	0.0	79.0	0	257.0	1709580.49018	0.0	0	1		0	0	0	v
mdg_____________A	0.0	2.3978952728	8	8.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mdd_____________A	0.0	10.8415593455	0	5			0	0	0	1			4.0	6.0	0.0	1.0							5.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0														0			239.0	0	0		0	0	1	-
mde_____________A	0.0	12.5981181117	0	3			0	0	0	0			4.0	4.0	1.0	2.0							5.0	65.0	0	0	0	0	0	0	0	0	0	0	0	1														0			248.0	0	0		0	0	0	-
mdz_____________A	0.0	5.51141058201	7	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mdx_____________A	7.62803112693	10.4311997915	0	4			0	0	0	1	0.0	1.0	5.0	6.0	1.0	1.0							12.0	57.0	0	0	0	0	0	0	0	0	0	0	0	0														0			201.0	0	0	1.0	0	0	0	-
mdy_____________A	8.81447900001	11.2172246616	5	5			0	0	0	0			2.0	2.0	1.0	1.0							3.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0	3.0	0	0	0	-
mdr_____________A	0.0	13.0710721883	0	5			0	0	0	1			2.0	2.0									6.0	10.0	0	0	0	0	0	0	0	0	0	0	0	0														1	0.0	0.0	1.0	0	0		0	0	0	-
mds_____________A	0.0	7.20860033796	0	6.0			0	0	0	0	2.0	2.0	1.0	1.0	7.0	7.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
mdp_____________A	0.0	12.2060776455	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
mdq_____________A	0.0	11.5129354649	0	6.0			0	0	0	0			2.0	2.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			21.0	0	0		0	0	0	s
mcemdv1_________a	0.0	8.59987855803	0	6.5	4.0	4460.0	0	0	0	0			1.0	1.0	1.0	1.0							28.0	31.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0	2.0	0	0	0	-
mdw_____________A	0.0	11.5898957653	0	5			0	0	0	0			5.0	6.0	0.0	1.0							4.0	10.0	0	0	0	0	0	0	0	0	0	0	0	0														0			36.0	0	0		0	0	0	s
mdt_____________A	0.0	11.5702599744	0	6.0			0	0	0	0			2.0	2.0									4.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0														0			32.0	0	0		0	0	0	s
mdu_____________A	0.0	10.2110090163	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
smz_____________A	0.0	8.00670084544	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
smy_____________A	0.0	10.7745926162	5	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
smx_____________A	0.0	8.34307787117	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
smw_____________A	0.0	12.611541087	0	6.0			0	0	0	1	2.0	2.0	2.0	2.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	-
smv_____________A	0.0	0.0	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
smu_____________A	0.0	7.66622192566	6	8.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
smt_____________A	0.0	9.1453217356	6	5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
sms_____________A	0.0	6.18929029044	7	7	2.0	326.0	0	0	0	1			1.0	1.0	1.0	1.0							39.0	39.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
smr_____________A	0.0	10.3089859934	0	6.0			0	0	0	0			3.0	3.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			25.0	0	0		0	0	1	s
smq_____________A	0.0	6.80350525761	0	5			0	0	0	0	11.0	11.0	7.0	8.0	7.0	7.0							6.0	17.0	0	0	0	0	0	0	0	0	0	0	0	0														0			172.0	0	0		0	0	0	-
dsq_____________A	0.0	11.5307752062	0	6.0			0	0	0	0			2.0	2.0	2.0	2.0							4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			170.0	0	0		0	0	0	-
dsn_____________A	0.0	1.60943791243	8	9			0	0	0	0			1.0	1.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
dso_____________A	0.0	10.8197982842	0	3			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
dsl_____________A	0.0	8.51739317142	6	5			0	0	0	0			2.0	3.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
sml_____________A	0.0	11.5617251529	0	4	4.0	6072.0	0	0	0	1	2.0	2.0	2.0	2.0	1.0	1.0							12.0	15.0	0	0	0	0	0	0	0	0	0	0	0	0				1.0	359.0									0			0.0	0	0	2.0	0	0	0	-
smk_____________A	0.0	10.8435143421	0	6.5	1.0	224715.0	0	0	0	1	2.0	2.0	5.0	6.0	2.0	2.0							7.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0														0			13.0	1	0	3.0	0	0	1	-
smj_____________A	0.0	7.55903825544	6	2	445.0	146571.0	1	0	0	1			1.0	1.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	109.0	10914.0	8.0	333.0									0			0.0	0	0	1.0	0	0	0	-
dsh_____________A	5.44673737167	10.7826888984	5	5	2.0	1294.0	0	0	0	0	1.0	1.0	4.0	4.0	2.0	2.0							7.0	14.0	0	0	0	0	0	0	0	0	0	0	0	0														0			31.0	0	0	1.0	0	0	0	-
dsi_____________A	0.0	7.77106708607	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
smg_____________A	0.0	6.1114673395	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
smf_____________A	0.0	5.91889385427	7	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
sme_____________A	0.0	10.0972640832	5	2	1123.0	945624.0	1	0	1	1			2.0	2.0	2.0	2.0							12.0	12.0	0	1	0	0	1	1	0	0	0	0	0	0	22.0	3573.0	466828.0	234.0	60987.0	7242.0	16838.0	287787.0	5.0	14416.0	20.0	43.0	30.0	0	445.0	3364959.10597	45.0	0	1	1.0	0	0	0	-
dse_____________A	0.0	9.52886682772	5	5			0	0	0	0			5.0	6.0									155.0	155.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
dsb_____________A	0.0	9.18044801411	5	7	429.0	66058.0	1	0	0	0	1.0	1.0	5.0	5.0	1.0	1.0							10.0	11.0	0	0	0	0	0	1	0	0	1	1	0	0						3036.0	10042.0	138913.0	2.0	10847.0	20.0	0.0	74.0	0	734.0	5016730.62278	38.0	0	1		0	0	1	-
smb_____________A	0.0	8.01994168768	0	5			0	0	0	0			1.0	1.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
sma_____________A	0.0	6.36818718635	7	2	179.0	99352.0	1	0	0	1			3.0	3.0	1.0	1.0							5.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0				18.0	1373.0									1	2.0	16055.6057164	180.0	0	0	2.0	0	0	0	-
syo_____________A	0.0	6.32435896238	7	7			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
syn_____________A	0.0	5.79148805508	7	8.5			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			26.0	0	0		0	0	0	s
sym_____________A	0.0	10.5453677542	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
atf_____________R	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
atg_____________A	0.0	9.90353755129	0	5	1.0	201976.0	0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0	2.0	0	0	0	-
atd_____________A	0.0	10.1924562969	0	5	2.0	2772.0	0	0	0	0	2.0	3.0	1.0	1.0	1.0	2.0							1.0	17.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	1	0	3.0	0	0	0	-
ate_____________A	0.0	3.93182563272	8	7			0	0	0	0	1.0	1.0	22.0	22.0	3.0	3.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
atb_____________A	0.0	11.6082447356	0	5	1.0	3594.0	0	0	0	0			3.0	5.0	1.0	1.0							7.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0														0			171.0	1	0	3.0	0	0	1	-
atc_____________A	0.0	0.0	0	7			0	0	0	0			1.0	1.0											0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ata_____________A	0.0	7.60140233458	0	4	345.0	317736.0	0	0	0	0			2.0	2.0	3.0	4.0							2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	1	0	6.0	0	0	0	-
atn_____________A	0.0	9.95626973798	5	7			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ato_____________A	0.0	8.34307787117	6	6.5			0	0	0	0			1.0	1.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
atl_____________A	0.0	4.49980967033	7	7			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
atm_____________A	0.0	1.09861228867	8	8.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
atj_____________A	0.0	8.48436003432	6	5			0	0	0	1			2.0	2.0									2.0	12.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0	1.0	0	0	0	-
atk_____________A	0.0	7.31388683163	6	6.0			0	0	0	1			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	1	1	0	0						284804.0	771803.0	4207140.0	16.0	178920.0	360.0	21921.0	16.0	0	44069.0	485048406.689	0.0	0	1		0	1	1	-
ati_____________A	0.0	12.8505572788	0	5			0	0	0	0			2.0	2.0									1.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	s
atv_____________A	0.0	10.3864845265	7	6.5	3.0	42.0	0	0	0	1			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														1	3.0	14702.7817527	0.0	0	0		0	0	0	-
atw_____________A	0.0	0.405465108108	9	9			0	0	0	0	105.0	123.0	2.0	6.0	0.0	8.0							4.0	11.0	0	0	0	0	0	0	0	0	0	0	0	0														0			13.0	0	0		0	0	0	-
att_____________A	0.0	6.90875477932	0	5	264.0	46713.0	0	0	0	0			1.0	3.0	1.0	1.0							8.0	11.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	1	0	2.0	0	0	1	-
atu_____________A	0.0	10.8197982842	5	6.0			0	0	0	0			3.0	4.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	s
atr_____________A	0.0	6.77764659364	7	6.0			0	0	0	0			2.0	2.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	s
