	exp_with_feature_sel_1	exp_with_feature_sel_2	exp_with_feature_sel_3	exp_with_feature_sel_4	exp_with_feature_sel_5	exp_with_feature_sel_6	exp_with_feature_sel_7	exp_with_feature_sel_8	exp_with_feature_sel_9	exp_with_feature_sel_10	exp_with_feature_sel_11	exp_with_feature_sel_12	exp_with_feature_sel_13	exp_with_feature_sel_14	exp_with_feature_sel_15	exp_with_feature_sel_16	exp_with_feature_sel_17	exp_with_feature_sel_18	exp_with_feature_sel_19	exp_with_feature_sel_20	status	stable	status_best	stable_best
ato_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
atl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
atm_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
atj_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
atk_____________A	h	v	tg	tg	h	v	tg	tg	tg	h	tg	h	tg	v	h	h	tg	v	tg	h	borderline	-	living	-
ati_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
atv_____________A	h	h	h	h	h	h	h	h	s	h	h	h	s	h	h	h	h	h	h	s	dead	-	dead	h
atw_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
att_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	h	s	s	s	h	dead	-	dead	s
atu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
atr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ats_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
atp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
atq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
atz_____________A	s	s	s	h	h	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
atx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
aty_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
kfv_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kft_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfr_____________A	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	h	h	h	h	v	borderline	-	dead	h
kfs_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfy_____________A	s	s	h	s	h	s	h	s	s	h	h	s	h	h	h	s	h	h	h	s	dead	-	dead	h
kff_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfe_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfb_____________A	s	h	v	s	s	h	s	s	h	s	h	s	s	s	h	v	s	s	s	v	borderline	-	dead	s
kfc_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
kfa_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
kfn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kfi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
xia_____________R	h	h	h	h	h	h	h	h	h	s	s	s	h	h	s	h	s	s	s	h	dead	-	dead	-
xib_____________A	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
xii_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
xil_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
xin_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
xip_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
xir_____________A	s	s	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
xis_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
xiv_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
xiy_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
nzs_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nzu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
nzz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nzy_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nzb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nza_____________A	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	h	h	h	h	v	borderline	-	dead	h
nzk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nzi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	v	s	s	s	s	borderline	-	dead	s
nzm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tnr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
vgr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lpx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lpo_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
lpn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lpe_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lpa_____________A	h	s	h	s	s	s	s	s	s	s	s	s	h	h	s	s	s	s	s	h	dead	-	dead	s
ztm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
zpsztl8_________a	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ztn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ztezte0_________a	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
zpsztg7_________a	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
zadztc4_________r	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
zty_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ztx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ztu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
zabztt1_________a	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ztq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
zpsztp2_________a	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
zts_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
smp_____________A	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
irx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
iry_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
irr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
iru_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
irh_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
iri_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
irk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
irn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
xvn_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
xve_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
ire_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wtw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rgr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rgs_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wtf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wth_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
wti_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wtk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wtm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rgu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
and_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
prd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
anf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
prf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
gxx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
frc_____________A	h	h	h	h	h	s	h	h	s	h	h	s	h	h	h	h	h	h	h	s	dead	-	dead	h
fra_____________A	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	tg	living	tg	living	tg
anb_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
frd_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
frk_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
fri_____________R	h	h	h	s	h	h	s	h	h	h	h	h	h	h	h	s	s	h	h	h	dead	-	dead	-
anc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fro_____________A	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	h	h	h	h	h	dead	-	dead	h
frm_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
frs_____________A	h	h	h	tg	h	h	tg	h	h	h	h	h	h	h	h	h	s	h	s	h	borderline	-	borderline	-
frr_____________A	tg	tg	s	tg	s	h	tg	v	h	tg	tg	h	tg	v	v	s	h	v	tg	s	borderline	-	living	-
frq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
frp_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
frt_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fry_____________A	v	v	tg	tg	v	v	tg	v	v	tg	tg	v	tg	v	v	v	tg	v	tg	v	living	-	living	-
pro_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
rge_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
prn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pri_____________A	h	h	v	s	s	h	s	s	s	h	h	tg	s	s	h	h	h	s	h	h	borderline	-	dead	s
ani_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
prk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ant_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rgk_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
prt_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
prw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sjr_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
prv_____________R	s	s	s	v	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	borderline	-	dead	s
rgn_____________A	s	s	s	h	h	s	h	h	s	h	s	s	s	s	s	s	h	h	h	s	dead	-	dead	h
anp_____________A	h	h	h	s	h	s	h	s	s	h	h	s	h	h	h	s	h	h	h	s	dead	-	dead	h
sjp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
prp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tzctzs3_________r	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
tzctzu2_________r	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
anr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tzx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ans_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
qwm_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
sjw_____________A	s	s	s	h	s	h	s	h	s	h	s	s	s	s	s	s	h	s	s	s	dead	-	dead	s
tza_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tzctzc0_________r	s	h	s	s	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	h	dead	-	dead	s
tzbtzb0_________r	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
tzctze1_________r	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
drw_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
tzbtzh1_________a	h	h	h	v	h	s	h	h	v	h	h	tg	h	tg	h	v	h	h	h	s	borderline	-	dead	h
tzj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
tzm_____________A	h	h	h	v	h	s	h	h	v	v	h	h	h	h	h	v	h	h	h	s	borderline	-	dead	h
tzl_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
tzctzo4_________a	h	h	h	v	h	s	h	h	s	h	h	tg	h	tg	h	v	h	h	h	s	borderline	-	dead	h
tzn_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
dho_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
dhn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
dhm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
dhl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
dhi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
drh_____________R	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
dhg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
anx_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
dhd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
dha_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
any_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
dhx_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
dhw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
dhv_____________A	h	h	v	v	v	h	v	h	h	h	h	h	h	tg	h	v	v	v	s	h	borderline	-	living	v
dhu_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
dhs_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
dhr_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
sjo_____________A	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	h	h	h	h	s	dead	-	dead	h
sjl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
jku_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sjm_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
jkp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
jkr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
jkm_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
jko_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sja_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sjg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sjd_____________A	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	h	h	h	h	s	dead	-	dead	h
smd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hah_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bnz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bny_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bnx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hal_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ham_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
han_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hao_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
bns_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bnr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bnq_____________A	h	s	h	s	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	h	dead	-	dead	s
hac_____________A	h	h	h	h	h	h	h	h	s	h	h	h	h	h	h	h	h	h	h	s	dead	-	dead	h
had_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hae_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
haf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hag_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hdnhax1_________a	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
bnj_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bni_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bnh_____________R	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bno_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bnn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bnm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bnl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hap_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
haq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
har_____________A	s	h	v	s	s	h	s	s	s	s	h	s	s	s	h	v	s	s	s	v	borderline	-	dead	s
has_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bng_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bnf_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
bne_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bnd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ola_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
old_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ole_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
olk_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
olm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
olo_____________A	s	s	h	h	h	s	h	h	s	h	h	s	s	s	s	s	h	h	h	s	dead	-	dead	h
olr_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
olt_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
umu_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ump_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
for_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
fos_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
fod_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
umd_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
umg_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
waauma2_________a	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
umc_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
umb_____________A	v	v	v	v	v	s	v	v	v	v	v	s	s	v	v	v	v	v	v	v	borderline	-	living	v
umm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
